1	1	1
1	2	1
1	3	1
1	4	1
1	5	1
1	6	1
1	7	1
1	8	1
1	9	1
1	10	1
1	11	1
1	12	1
1	13	1
1	14	1
1	15	1
1	16	1
1	17	1
1	18	1
1	19	1
1	20	1
2	21	1
2	22	1
2	23	1
2	24	1
2	25	1
2	26	1
2	27	1
2	28	1
2	29	1
2	30	1
2	31	1
2	32	1
2	33	1
2	34	1
2	35	1
2	36	1
2	37	1
2	38	1
2	39	1
2	40	1
3	41	1
3	42	1
3	43	1
3	44	1
3	45	1
3	46	1
3	47	1
3	48	1
3	49	1
3	50	1
3	51	1
3	52	1
3	53	1
3	54	1
3	55	1
3	56	1
3	57	1
3	58	1
3	59	1
3	60	1
4	61	1
4	62	1
4	63	1
4	64	1
4	65	1
4	66	1
4	67	1
4	68	1
4	69	1
4	70	1
4	71	1
4	72	1
4	73	1
4	74	1
4	75	1
4	76	1
4	77	1
4	78	1
4	79	1
4	80	1
5	81	1
5	82	1
5	83	1
5	84	1
5	85	1
5	86	1
5	87	1
5	88	1
5	89	1
5	90	1
5	91	1
5	92	1
5	93	1
5	94	1
5	95	1
5	96	1
5	97	1
5	98	1
5	99	1
5	100	1
6	101	1
6	102	1
6	103	1
6	104	1
6	105	1
6	106	1
6	107	1
6	108	1
6	109	1
6	110	1
6	111	1
6	112	1
6	113	1
6	114	1
6	115	1
6	116	1
6	117	1
6	118	1
6	119	1
6	120	1
7	121	1
7	122	1
7	123	1
7	124	1
7	125	1
7	126	1
7	127	1
7	128	1
7	129	1
7	130	1
7	131	1
7	132	1
7	133	1
7	134	1
7	135	1
7	136	1
7	137	1
7	138	1
7	139	1
7	140	1
8	141	1
8	142	1
8	143	1
8	144	1
8	145	1
8	146	1
8	147	1
8	148	1
8	149	1
8	150	1
8	151	1
8	152	1
8	153	1
8	154	1
8	155	1
8	156	1
8	157	1
8	158	1
8	159	1
8	160	1
9	161	1
9	162	1
9	163	1
9	164	1
9	165	1
9	166	1
9	167	1
9	168	1
9	169	1
9	170	1
9	171	1
9	172	1
9	173	1
9	174	1
9	175	1
9	176	1
9	177	1
9	178	1
9	179	1
9	180	1
10	181	1
10	182	1
10	183	1
10	184	1
10	185	1
10	186	1
10	187	1
10	188	1
10	189	1
10	190	1
10	191	1
10	192	1
10	193	1
10	194	1
10	195	1
10	196	1
10	197	1
10	198	1
10	199	1
10	200	1
11	201	1
11	202	1
11	203	1
11	204	1
11	205	1
11	206	1
11	207	1
11	208	1
11	209	1
11	210	1
11	211	1
11	212	1
11	213	1
11	214	1
11	215	1
11	216	1
11	217	1
11	218	1
11	219	1
11	220	1
12	221	1
12	222	1
12	223	1
12	224	1
12	225	1
12	226	1
12	227	1
12	228	1
12	229	1
12	230	1
12	231	1
12	232	1
12	233	1
12	234	1
12	235	1
12	236	1
12	237	1
12	238	1
12	239	1
12	240	1
13	241	1
13	242	1
13	243	1
13	244	1
13	245	1
13	246	1
13	247	1
13	248	1
13	249	1
13	250	1
13	251	1
13	252	1
13	253	1
13	254	1
13	255	1
13	256	1
13	257	1
13	258	1
13	259	1
13	260	1
14	261	1
14	262	1
14	263	1
14	264	1
14	265	1
14	266	1
14	267	1
14	268	1
14	269	1
14	270	1
14	271	1
14	272	1
14	273	1
14	274	1
14	275	1
14	276	1
14	277	1
14	278	1
14	279	1
14	280	1
15	281	1
15	282	1
15	283	1
15	284	1
15	285	1
15	286	1
15	287	1
15	288	1
15	289	1
15	290	1
15	291	1
15	292	1
15	293	1
15	294	1
15	295	1
15	296	1
15	297	1
15	298	1
15	299	1
15	300	1
16	301	1
16	302	1
16	303	1
16	304	1
16	305	1
16	306	1
16	307	1
16	308	1
16	309	1
16	310	1
16	311	1
16	312	1
16	313	1
16	314	1
16	315	1
16	316	1
16	317	1
16	318	1
16	319	1
16	320	1
17	321	1
17	322	1
17	323	1
17	324	1
17	325	1
17	326	1
17	327	1
17	328	1
17	329	1
17	330	1
17	331	1
17	332	1
17	333	1
17	334	1
17	335	1
17	336	1
17	337	1
17	338	1
17	339	1
17	340	1
18	341	1
18	342	1
18	343	1
18	344	1
18	345	1
18	346	1
18	347	1
18	348	1
18	349	1
18	350	1
18	351	1
18	352	1
18	353	1
18	354	1
18	355	1
18	356	1
18	357	1
18	358	1
18	359	1
18	360	1
19	361	1
19	362	1
19	363	1
19	364	1
19	365	1
19	366	1
19	367	1
19	368	1
19	369	1
19	370	1
19	371	1
19	372	1
19	373	1
19	374	1
19	375	1
19	376	1
19	377	1
19	378	1
19	379	1
19	380	1
20	381	1
20	382	1
20	383	1
20	384	1
20	385	1
20	386	1
20	387	1
20	388	1
20	389	1
20	390	1
20	391	1
20	392	1
20	393	1
20	394	1
20	395	1
20	396	1
20	397	1
20	398	1
20	399	1
20	400	1
21	401	1
21	402	1
21	403	1
21	404	1
21	405	1
21	406	1
21	407	1
21	408	1
21	409	1
21	410	1
21	411	1
21	412	1
21	413	1
21	414	1
21	415	1
21	416	1
